140,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,GENESIS,TWO NINE,MALE,MOUNTAIN,BLACK,21
141,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,GARY FISHER,MT. TAN,MALE,MOUNTAIN,SILVER,24
142,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,SPECIALIZED,ROCK HOPPER,MALE,MOUNTAIN,SILVER,24
143,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,SKU,FIXIE,MALE,FIXIE,BLACK,18
144,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,MONGOOSE,BEDLAM,MALE,MOUNTIAIN,ORANGE,21
145,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,MALE,MOUNTAIN,BLACK,18
146,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,HUFFY,SUPERIA,MALE,MOUNTAIN,BLUE,15
147,6/16/15,TUESDAY,10:30,SANTA CATALINA,ABANDONED,FIXIE,FIXIE,MALE,FIXIE,WHITE,1
148,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,HUFFY,CRUISER,MALE,CRUISER,ORANGE,1
149,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,FIXIE,FIXIE,MALE,FIXIE,BLACK,1
150,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,SKU,FIXIE,MALE,FIXIE,WHITE,1
151,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,MONGOOSE,SPIRE,MALE,MOUNTAIN,GRAY,18
152,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,HUFFY,SANTA FE,FEMALE,CRUISER,PINK,1
153,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,AMERICAN FLYER,WAVE,MALE,CRUISER,BLACK,1
154,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,SCWHINN,RIVERSIDE,FEMALE,CRUISER,BLACK,7
155,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,CRUISER,CRUISER,FEMALE,CRUISER,BLUE,1
156,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,FEMALE,MOUNTAIN,BLACK,18
157,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,FIRMSTRONG,BELLA,FEMALE,CRUISER,GREEN,1
158,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,HUFFY,SUPERIA,MALE,18,BLUE,18
159,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,TREK,MULTITRACK,MALE,ROAD,GRAY,24
160,6/16/15,TUESDAY,11:30,SANTA CATALIN,ABANDONED,GARY FISHER,MOUNTAIN,MALE,MOUNTAIN,BLACK,28
161,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,HUFFY,SUPERIA,FEMALE,MOUNTAIN,BLUE,15
162,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,SKU,ROAD,MALE,ROAD,RED,1
163,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,ROAD,RACING,MALE,ROAD,BLUE,12
